source_file,physical_field,canonical_term,glossary_token,owner_domain,source_standard,party,product_class,im_vm,is_currency,status,notes
clients_report,sic_segment,SIC classification,sic,reference_data,ISO,,,,,draft,
clients_report,sic_group,SIC classification,sic,reference_data,ISO,,,,,draft,
clients_report,sic_industry,SIC classification,sic,reference_data,ISO,,,,,draft,
clients_report,td_industry_risk_rating,industry risk rating,industry_risk_rating,reference_data,convention,TD,,,,draft,
clients_report,bloomberg_ticker,Bloomberg industry classification,bloomberg_classification,reference_data,industry,,,,,draft,
clients_report,bloomberg_industry_sector,Bloomberg industry classification,bloomberg_classification,reference_data,industry,,,,,draft,
clients_report,bloomberg_industry_group,Bloomberg industry classification,bloomberg_classification,reference_data,industry,,,,,draft,
clients_report,bloomberg_industry_subgroup,Bloomberg industry classification,bloomberg_classification,reference_data,industry,,,,,draft,
clients_report,s_p_rating,S&P rating,sp_rating,reference_data,industry,,,,,draft,
clients_report,moody_s_rating,Moody's rating,moodys_rating,reference_data,industry,,,,,draft,
clients_report,composite_secured_rating,composite rating,composite_rating,credit_risk,convention,,,,,draft,
clients_report,composite_unsecured_rating,composite rating,composite_rating,credit_risk,convention,,,,,draft,
clients_report,composite_subordinated_rating,composite rating,composite_rating,credit_risk,convention,,,,,draft,
clients_report,composite_preferred_rating,composite rating,composite_rating,credit_risk,convention,,,,,draft,
clients_report,bis_eligible,BIS eligible,bis_eligible,reference_data,convention,,,,,draft,
clients_report,multibranch_netting,netting,netting,credit_risk,ISDA,,,,,draft,
clients_report,isda,ISDA Master Agreement,isda,credit_risk,ISDA,,,,,draft,
clients_report,ifema,IFEMA,ifema,credit_risk,industry,,,,,draft,
clients_report,csa,Credit Support Annex,csa,credit_risk,ISDA,,,,,draft,
clients_report,net_fx,netting,netting,credit_risk,ISDA,,FX,,,draft,
clients_report,net_fxo,netting,netting,credit_risk,ISDA,,FXO,,,draft,
clients_report,net_derv,netting,netting,credit_risk,ISDA,,DERV,,,draft,
clients_report,xnet_all,netting,netting,credit_risk,ISDA,,ALL,,,draft,
clients_report,csa_irs,Credit Support Annex,csa,credit_risk,ISDA,,IR,,,draft,
clients_report,csa_ccs,Credit Support Annex,csa,credit_risk,ISDA,,CCS,,,draft,
clients_report,csa_iro,Credit Support Annex,csa,credit_risk,ISDA,,IR,,,draft,
clients_report,csa_fx,Credit Support Annex,csa,credit_risk,ISDA,,FX,,,draft,
clients_report,csa_fxo,Credit Support Annex,csa,credit_risk,ISDA,,FXO,,,draft,
clients_report,csa_bo,Credit Support Annex,csa,credit_risk,ISDA,,BO,,,draft,
clients_report,csa_eqd,Credit Support Annex,csa,credit_risk,ISDA,,EQD,,,draft,
clients_report,csa_crd,Credit Support Annex,csa,credit_risk,ISDA,,CRD,,,draft,
clients_report,csa_com,Credit Support Annex,csa,credit_risk,ISDA,,COMM,,,draft,
clients_report,csa_pm,Credit Support Annex,csa,credit_risk,ISDA,,PM,,,draft,
clients_report,up_cif,CIF (Customer Information File) number,cif_number,reference_data,convention,,,,,draft,
clients_report,agreement_id,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
clients_report,agreement_type,agreement type,agreement_type,credit_risk,ISDA,,,,,draft,
clients_report,agreement_group_code,agreement group,agreement_group,credit_risk,ISDA,,,,,draft,
clients_report,business_date,business date,business_date,shared,convention,,,,,draft,
lines_report,line,credit line,line,credit_risk,convention,,,,,draft,
lines_report,long_name,counterparty long name,long_name,reference_data,convention,,,,,draft,
lines_report,line_type,line type,line_type,credit_risk,convention,,,,,draft,
lines_report,line_expiry,line expiry date,line_expiry,credit_risk,convention,,,,,draft,
lines_report,days_since_expiry,days since expiry,days_since_expiry,credit_risk,convention,,,,,draft,
lines_report,no_line_indicator,no-line indicator,no_line_indicator,credit_risk,convention,,,,,draft,
lines_report,line_currency,credit line,line,credit_risk,convention,,,,ccy,draft,
lines_report,parent_line_name,parent line name,parent_line_name,credit_risk,convention,,,,,draft,
lines_report,branch_locations,branch locations,branch_locations,reference_data,convention,,,,,draft,
lines_report,number_of_associated_clients,associated clients,associated_clients,credit_risk,convention,,,,,draft,
lines_report,worst_rating_of_associated_clients,worst associated rating,worst_rating,credit_risk,convention,,,,,draft,
lines_report,number_of_associated_clients_with_lines,,,,,,,,,unmatched,review / add to glossary
lines_report,excess_flag,excess flag,excess_flag,credit_risk,convention,,,,,draft,
lines_report,excess_report_date,excess report date,excess_report_date,credit_risk,convention,,,,,draft,
lines_report,roll_off_limit,roll-off limit,roll_off_limit,credit_risk,convention,,,,,draft,
lines_report,min_availability_5_10_yr,availability,availability,credit_risk,convention,,,,,draft,
lines_report,min_availability_10_50_yr,availability,availability,credit_risk,convention,,,,,draft,
lines_report,max_usage_0_3_mo,usage,usage,credit_risk,convention,,,,,draft,
lines_report,max_usage_3_12_mo,usage,usage,credit_risk,convention,,,,,draft,
lines_report,max_usage_1_2_yr,usage,usage,credit_risk,convention,,,,,draft,
lines_report,max_usage_2_5_yr,usage,usage,credit_risk,convention,,,,,draft,
lines_report,max_usage_5_10_yr,usage,usage,credit_risk,convention,,,,,draft,
lines_report,max_usage_10_50_yr,usage,usage,credit_risk,convention,,,,,draft,
lines_report,usage_3_mo,usage,usage,credit_risk,convention,,,,,draft,
lines_report,usage_1_yr,usage,usage,credit_risk,convention,,,,,draft,
lines_report,usage_2_yr,usage,usage,credit_risk,convention,,,,,draft,
lines_report,usage_5_yr,usage,usage,credit_risk,convention,,,,,draft,
lines_report,usage_10_yr,usage,usage,credit_risk,convention,,,,,draft,
lines_report,usage_50_yr,usage,usage,credit_risk,convention,,,,,draft,
lines_report,limit_3_mo,exposure limit,limit_value,credit_risk,Basel,,,,,draft,
lines_report,limit_1_yr,exposure limit,limit_value,credit_risk,Basel,,,,,draft,
lines_report,limit_2_yr,exposure limit,limit_value,credit_risk,Basel,,,,,draft,
lines_report,limit_5_yr,exposure limit,limit_value,credit_risk,Basel,,,,,draft,
lines_report,limit_10_yr,exposure limit,limit_value,credit_risk,Basel,,,,,draft,
lines_report,limit_50_yr,exposure limit,limit_value,credit_risk,Basel,,,,,draft,
lines_report,ccs_term_limit,product term limit,term_limit,credit_risk,convention,,CCS,,,draft,
lines_report,comm_term_limit,product term limit,term_limit,credit_risk,convention,,COMM,,,draft,
lines_report,crd_term_limit,product term limit,term_limit,credit_risk,convention,,CRD,,,draft,
lines_report,eqd_term_limit,product term limit,term_limit,credit_risk,convention,,EQD,,,draft,
lines_report,fx_term_limit,product term limit,term_limit,credit_risk,convention,,FX,,,draft,
lines_report,ir_term_limit,product term limit,term_limit,credit_risk,convention,,IR,,,draft,
lines_report,ngas_term_limit,product term limit,term_limit,credit_risk,convention,,NGAS,,,draft,
lines_report,other_term_limit,product term limit,term_limit,credit_risk,convention,,,,,draft,
lines_report,oes_term_limit,product term limit,term_limit,credit_risk,convention,,OES,,,draft,
lines_report,initial_margin,,,,,,,,,unmatched,review / add to glossary
lines_report,gross_max_exposure,gross max exposure,gross_max_exposure,credit_risk,convention,,,,,draft,
lines_report,threshold,threshold,thr,credit_risk,ISDA,,,,,draft,
lines_report,mark_to_market,mark-to-market,mtm,credit_risk,convention,,,,,draft,
lines_report,variation_margin,,,,,,,,,unmatched,review / add to glossary
lines_report,mc_frequency,margin call frequency,margin_call_frequency,credit_risk,ISDA,,,,,draft,
lines_report,facility_id,facility identifier,facility_id,credit_risk,convention,,,,,draft,
lines_report,frr,facility risk rating,frr,credit_risk,convention,,,,,draft,
lines_report,negative_mtm,mark-to-market,mark_to_market,credit_risk,convention,,,,,draft,
lines_report,secured_limit,secured limit,secured_limit,credit_risk,convention,,,,,draft,
lines_report,source,source,source,shared,convention,,,,,draft,
lines_report,business_date,business date,business_date,shared,convention,,,,,draft,
limits,credit_rating,credit rating,credit_rating,reference_data,convention,,,,,draft,
limits,limit,exposure limit,limit_value,credit_risk,Basel,,,,,draft,
limits,excess_percent,excess percent,excess_percent,credit_risk,convention,,,,,draft,
limits,last_modified_date,last modified date,last_modified_date,shared,convention,,,,,draft,
trades_cmos_dm_sample.csv,Trade Identifier Party A,trade,trd,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Trade Identifier 2 Party A,trade,trd,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Trade Date,trade,trd,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Effective Date,date,dt,shared,ISO,,,,,draft,
trades_cmos_dm_sample.csv,Maturity Date,maturity,mat,trades,FIBO,,,,,draft,
trades_cmos_dm_sample.csv,Party B Branch Name,branch,branch,reference_data,convention,,,,,draft,
trades_cmos_dm_sample.csv,Strike Price,strike price,strike_price,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Buy or Sell,buy/sell indicator,buy_sell,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Put or Call,strike price,strike_price,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Exchanged Notional 1 Amount,notional,notional,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Exchanged Notional 1 Currency,notional,notional,trades,FpML,,,,ccy,draft,
trades_cmos_dm_sample.csv,Exchanged Notional 2 Amount,notional,notional,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Exchanged Notional 2 Currency,notional,notional,trades,FpML,,,,ccy,draft,
trades_cmos_dm_sample.csv,Valuation Base Currency Amount,valuation date,valuation_date,shared,convention,,,,ccy,draft,
trades_cmos_dm_sample.csv,Valuation Base Currency,valuation date,valuation_date,shared,convention,,,,ccy,draft,
trades_cmos_dm_sample.csv,Valuation Date,valuation date,valuation_date,shared,convention,,,,,draft,
trades_cmos_dm_sample.csv,Underlying,underlying,underlying,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,External ID,trade identifier,trade_id,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Valuation Base Currency Amount T-1,valuation date,valuation_date,shared,convention,,,,ccy,draft,
trades_cmos_dm_sample.csv,Margin Type,margin type,margin_type,credit_risk,ISDA,,,,,draft,
trades_cmos_dm_sample.csv,Settlement Date,settlement date,settlement_date,shared,convention,,,,,draft,
trades_cmos_dm_sample.csv,Agreement Name,agreement,agrmt,credit_risk,FIBO,,,,,draft,
trades_cmos_dm_sample.csv,IMS Portfolio,portfolio,portfolio,trades,convention,,,,,draft,
trades_cmos_dm_sample.csv,IMS Desk,portfolio,portfolio,trades,convention,,,,,draft,
trades_cmos_dm_sample.csv,Model,IM calculation method,im_calc_method,credit_risk,ISDA,,,,,draft,
trades_cmos_dm_sample.csv,PAI,Price Alignment Interest,pai,credit_risk,convention,,,,,draft,
trades_cmos_dm_sample.csv,PAI Rate,Price Alignment Interest,pai,credit_risk,convention,,,,,draft,
trades_cmos_dm_sample.csv,Source System,source system,source_system,shared,convention,,,,,draft,
trades_cmos_dm_sample.csv,Product Type,ISDA product taxonomy,isda_product_type,trades,ISDA,,,,,draft,
trades_cmos_dm_sample.csv,Trade Identifier Party B,trade,trd,trades,FpML,,,,,draft,
trades_cmos_dm_sample.csv,Applicable Agreements,agreement type,agreement_type,credit_risk,ISDA,,,,,draft,
trades_cmos_dm_sample.csv,Deal Level Upfronts,upfront payment,upfront,trades,convention,,,,,draft,
trades_cmos_dm_sample.csv,Deal Level Type,,,,,,,,,unmatched,review / add to glossary
trades_cmos_dm_sample.csv,Deal Level Amount,,,,,,,,,unmatched,review / add to glossary
trades_cmos_dm_sample.csv,Deal Level Currency,,,,,,,,ccy,unmatched,review / add to glossary
trades_cmos_dm_sample.csv,Party A Branch Name,branch,branch,reference_data,convention,,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Agreement Id,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Bucket,time bucket,time_bucket,credit_risk,convention,,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Type,,,,,,,,,unmatched,review / add to glossary
settlementinstructions_cmos_dm_sample.csv,Asset,collateral holding,asset_holding,credit_risk,convention,,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Prc_Account Number,settlement instruction,settlement_instruction,credit_risk,convention,TD,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Prc_Beneficiary Bank,settlement instruction,settlement_instruction,credit_risk,convention,TD,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Prc_Ultimate Custodian,settlement instruction,settlement_instruction,credit_risk,convention,TD,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Cpty_Account Number,settlement instruction,settlement_instruction,credit_risk,convention,CP,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Cpty_Beneficiary Bank,settlement instruction,settlement_instruction,credit_risk,convention,CP,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Cpty_Ultimate Custodian,settlement instruction,settlement_instruction,credit_risk,convention,CP,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Agreement Description,agreement,agrmt,credit_risk,FIBO,,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Business Line,credit line,line,credit_risk,convention,,,,,draft,
settlementinstructions_cmos_dm_sample.csv,Counterparty,,,,,CP,,,,unmatched,review / add to glossary
settlementinstructions_cmos_dm_sample.csv,Principal,principal,principal,credit_risk,ISDA,TD,,,,draft,
agreements_cmos_dm_sample.csv,External Id,trade identifier,trade_id,trades,FpML,,,,,draft,
agreements_cmos_dm_sample.csv,Principal LEI,principal,principal,credit_risk,ISDA,TD,,,,draft,
agreements_cmos_dm_sample.csv,Principal,principal,principal,credit_risk,ISDA,TD,,,,draft,
agreements_cmos_dm_sample.csv,Principal Code,entity code,entity_code,reference_data,convention,TD,,,,draft,
agreements_cmos_dm_sample.csv,Counterparty,,,,,CP,,,,unmatched,review / add to glossary
agreements_cmos_dm_sample.csv,Counterparty Code,entity code,entity_code,reference_data,convention,CP,,,,draft,
agreements_cmos_dm_sample.csv,Counterparty LEI,Legal Entity Identifier,lei,reference_data,ISO,CP,,,,draft,
agreements_cmos_dm_sample.csv,Principal Rating,rating,rtg,reference_data,FIBO,TD,,,,draft,
agreements_cmos_dm_sample.csv,Counterparty Rating,rating,rtg,reference_data,FIBO,CP,,,,draft,
agreements_cmos_dm_sample.csv,Agreement Category,agreement category,agreement_category,credit_risk,convention,,,,,draft,
agreements_cmos_dm_sample.csv,GroupName,agreement group,agreement_group,credit_risk,ISDA,,,,,draft,
agreements_cmos_dm_sample.csv,Base Currency,CSA / collateral currency,csa_currency,credit_risk,ISDA,,,,ccy,draft,
agreements_cmos_dm_sample.csv,IM Legal Review Frequency,margin call frequency,margin_call_frequency,credit_risk,ISDA,,,IM,,draft,
agreements_cmos_dm_sample.csv,Legal Review Frequency,margin call frequency,margin_call_frequency,credit_risk,ISDA,,,,,draft,
agreements_cmos_dm_sample.csv,Reciprocity,reciprocity,reciprocity,credit_risk,ISDA,,,,,draft,
agreements_cmos_dm_sample.csv,Counterparty Fixed MTA Values,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,,,draft,
agreements_cmos_dm_sample.csv,Counterparty Fixed MTA Value CCY,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,,ccy,draft,
agreements_cmos_dm_sample.csv,Counterparty IM Fixed MTA Values,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,IM,,draft,
agreements_cmos_dm_sample.csv,Counterparty IM Fixed MTA Value CCY,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,IM,ccy,draft,
agreements_cmos_dm_sample.csv,Counterparty Fixed Rounding Values,rounding amount,rounding,credit_risk,ISDA,CP,,,,draft,
agreements_cmos_dm_sample.csv,Counterparty Fixed Rounding Value CCY,rounding amount,rounding,credit_risk,ISDA,CP,,,ccy,draft,
agreements_cmos_dm_sample.csv,Counterparty Fixed Threshold Value CCY,threshold,thr,credit_risk,ISDA,CP,,,ccy,draft,
agreements_cmos_dm_sample.csv,Counterparty Fixed Threshold Values,threshold,thr,credit_risk,ISDA,CP,,,,draft,
agreements_cmos_dm_sample.csv,Counterparty Fixed Values,,,,,CP,,,,unmatched,review / add to glossary
agreements_cmos_dm_sample.csv,Counterparty IM,,,,,CP,,IM,,unmatched,review / add to glossary
agreements_cmos_dm_sample.csv,Counterparty IM Fixed Rounding Value CCY,rounding amount,rounding,credit_risk,ISDA,CP,,IM,ccy,draft,
agreements_cmos_dm_sample.csv,Counterparty IM Fixed Rounding Values,rounding amount,rounding,credit_risk,ISDA,CP,,IM,,draft,
agreements_cmos_dm_sample.csv,Counterparty IM Fixed Threshold Value CCY,threshold,thr,credit_risk,ISDA,CP,,IM,ccy,draft,
agreements_cmos_dm_sample.csv,Counterparty IM Fixed Threshold Values,threshold,thr,credit_risk,ISDA,CP,,IM,,draft,
agreements_cmos_dm_sample.csv,Counterparty IM Fixed Values,,,,,CP,,IM,,unmatched,review / add to glossary
agreements_cmos_dm_sample.csv,Counterparty IM Rating Contingent Values,rating,rtg,reference_data,FIBO,CP,,IM,,draft,
agreements_cmos_dm_sample.csv,Counterparty IM Seg Type,collateral segregation,segregation,credit_risk,Basel,CP,,IM,,draft,
agreements_cmos_dm_sample.csv,Principal Fixed MTA Value CCY,Minimum Transfer Amount,mta,credit_risk,ISDA,TD,,,ccy,draft,
agreements_cmos_dm_sample.csv,Principal Fixed MTA Values,Minimum Transfer Amount,mta,credit_risk,ISDA,TD,,,,draft,
agreements_cmos_dm_sample.csv,Principal Fixed Rounding Value CCY,rounding amount,rounding,credit_risk,ISDA,TD,,,ccy,draft,
agreements_cmos_dm_sample.csv,Principal Fixed Rounding Values,rounding amount,rounding,credit_risk,ISDA,TD,,,,draft,
agreements_cmos_dm_sample.csv,Principal Fixed Threshold Value CCY,threshold,thr,credit_risk,ISDA,TD,,,ccy,draft,
agreements_cmos_dm_sample.csv,Principal Fixed Threshold Values,threshold,thr,credit_risk,ISDA,TD,,,,draft,
agreements_cmos_dm_sample.csv,Principal Fixed Values,,,,,TD,,,,unmatched,review / add to glossary
agreements_cmos_dm_sample.csv,Principal IM,,,,,TD,,IM,,unmatched,review / add to glossary
agreements_cmos_dm_sample.csv,Principal IM Fixed MTA Value CCY,Minimum Transfer Amount,mta,credit_risk,ISDA,TD,,IM,ccy,draft,
agreements_cmos_dm_sample.csv,Principal IM Fixed MTA Values,Minimum Transfer Amount,mta,credit_risk,ISDA,TD,,IM,,draft,
agreements_cmos_dm_sample.csv,Principal IM Fixed Rounding Value CCY,rounding amount,rounding,credit_risk,ISDA,TD,,IM,ccy,draft,
agreements_cmos_dm_sample.csv,Principal IM Fixed Rounding Values,rounding amount,rounding,credit_risk,ISDA,TD,,IM,,draft,
agreements_cmos_dm_sample.csv,Principal IM Fixed Threshold Value CCY,threshold,thr,credit_risk,ISDA,TD,,IM,ccy,draft,
agreements_cmos_dm_sample.csv,Principal IM Fixed Threshold Values,threshold,thr,credit_risk,ISDA,TD,,IM,,draft,
agreements_cmos_dm_sample.csv,Principal IM Fixed Values,,,,,TD,,IM,,unmatched,review / add to glossary
agreements_cmos_dm_sample.csv,Principal IM Rating Contingent Values,rating,rtg,reference_data,FIBO,TD,,IM,,draft,
agreements_cmos_dm_sample.csv,Principal IM Seg Type,collateral segregation,segregation,credit_risk,Basel,TD,,IM,,draft,
agreements_cmos_dm_sample.csv,Principal Industry,,,,,TD,,,,unmatched,review / add to glossary
agreements_cmos_dm_sample.csv,Principal Agreement IA,agreement,agrmt,credit_risk,FIBO,TD,,,,draft,
agreements_cmos_dm_sample.csv,Counterparty Agreement IA,agreement,agrmt,credit_risk,FIBO,CP,,,,draft,
agreements_cmos_dm_sample.csv,Agreement Date,agreement,agrmt,credit_risk,FIBO,,,,,draft,
agreements_cmos_dm_sample.csv,Agreement Id,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
agreements_cmos_dm_sample.csv,Agreement Status,agreement status,agreement_status,credit_risk,convention,,,,,draft,
agreements_cmos_dm_sample.csv,Agreement Description,agreement,agrmt,credit_risk,FIBO,,,,,draft,
agreements_cmos_dm_sample.csv,Agreement Type,agreement type,agreement_type,credit_risk,ISDA,,,,,draft,
agreements_cmos_dm_sample.csv,AgreementGroupCode,agreement group,agreement_group,credit_risk,ISDA,,,,,draft,
agreements_cmos_dm_sample.csv,Counterparty Seg Type,collateral segregation,segregation,credit_risk,Basel,CP,,,,draft,
agreements_cmos_dm_sample.csv,Principal Seg Type,collateral segregation,segregation,credit_risk,Basel,TD,,,,draft,
agreements_cmos_dm_sample.csv,Segregation,collateral segregation,segregation,credit_risk,Basel,,,,,draft,
agreements_cmos_dm_sample.csv,Linkage Set,linkage set,linkage_set,credit_risk,convention,,,,,draft,
agreements_cmos_dm_sample.csv,Assets,,,,,,,,,unmatched,review / add to glossary
agreements_cmos_dm_sample.csv,Custodian,custodian,custodian,credit_risk,FIBO,,,,,draft,
agreements_cmos_dm_sample.csv,SIMM Principal Calculation Currency,ISDA SIMM,simm,credit_risk,ISDA,TD,,,ccy,draft,
agreements_cmos_dm_sample.csv,SIMM CP Calculation Currency,ISDA SIMM,simm,credit_risk,ISDA,CP,,,ccy,draft,
Repo_trades_cmos_dm_sample.csv,Trade Identifier Party A,trade,trd,trades,FpML,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Trade Identifier 2 Party A,trade,trd,trades,FpML,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Trade Date,trade,trd,trades,FpML,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Start Date,date,dt,shared,ISO,,,,,draft,
Repo_trades_cmos_dm_sample.csv,End Date,date,dt,shared,ISO,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Party A Branch Name,branch,branch,reference_data,convention,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Party B Branch Name,branch,branch,reference_data,convention,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Valuation Date,valuation date,valuation_date,shared,convention,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Underlying,underlying,underlying,trades,FpML,,,,,draft,
Repo_trades_cmos_dm_sample.csv,External ID,trade identifier,trade_id,trades,FpML,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Settlement Date,settlement date,settlement_date,shared,convention,,,,,draft,
Repo_trades_cmos_dm_sample.csv,IMS Portfolio,portfolio,portfolio,trades,convention,,,,,draft,
Repo_trades_cmos_dm_sample.csv,IMS Desk,portfolio,portfolio,trades,convention,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Source System,source system,source_system,shared,convention,,,,,draft,
Repo_trades_cmos_dm_sample.csv,Product Type,ISDA product taxonomy,isda_product_type,trades,ISDA,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Principal Agreement Level IA,agreement,agrmt,credit_risk,FIBO,TD,,,,draft,
dailyexposure_cmos_dm_sample.csv,Counterparty Agreement Level IA,agreement,agrmt,credit_risk,FIBO,CP,,,,draft,
dailyexposure_cmos_dm_sample.csv,Base Threshold Principal,threshold,thr,credit_risk,ISDA,TD,,,,draft,
dailyexposure_cmos_dm_sample.csv,Base Threshold Principal IM,threshold,thr,credit_risk,ISDA,TD,,IM,,draft,
dailyexposure_cmos_dm_sample.csv,Base Threshold Counterparty,threshold,thr,credit_risk,ISDA,CP,,,,draft,
dailyexposure_cmos_dm_sample.csv,Base Threshold Counterparty IM,threshold,thr,credit_risk,ISDA,CP,,IM,,draft,
dailyexposure_cmos_dm_sample.csv,Base Min Transfer Principal,Minimum Transfer Amount,mta,credit_risk,ISDA,TD,,,,draft,
dailyexposure_cmos_dm_sample.csv,Base Min Transfer Counterparty,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,,,draft,
dailyexposure_cmos_dm_sample.csv,Base Min Transfer Counterparty IM,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,IM,,draft,
dailyexposure_cmos_dm_sample.csv,Base External IA,Independent Amount,ia,credit_risk,ISDA,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Base Counterparty External IA,Independent Amount,ia,credit_risk,ISDA,CP,,,,draft,
dailyexposure_cmos_dm_sample.csv,Base Counterparty I.A.,,,,,,,,,unmatched,review / add to glossary
dailyexposure_cmos_dm_sample.csv,Base Principal I.A.,,,,,,,,,unmatched,review / add to glossary
dailyexposure_cmos_dm_sample.csv,Counterparty Rounding,rounding amount,rounding,credit_risk,ISDA,CP,,,,draft,
dailyexposure_cmos_dm_sample.csv,Principal Rounding,rounding amount,rounding,credit_risk,ISDA,TD,,,,draft,
